,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
74,167,Amere May,SR,2014-15,G,Delaware State,MEAC,32,1095,227,543,.418,138,313,89,230,.387,128,156,.821,32,101,133,85,32,6,93,57,671,34.2,7.1,17.0,4.3,9.8,2.8,7.2,4.0,4.9,1.0,3.2,4.2,2.7,1.0,0.2,2.9,1.8,21.0
75,168,Austin McBroom,SR,2015-16,G,Eastern Washington,Big Sky,33,1235,212,488,.434,97,202,115,286,.402,153,184,.832,21,63,84,121,35,0,93,52,692,37.4,6.4,14.8,2.9,6.1,3.5,8.7,4.6,5.6,0.6,1.9,2.5,3.7,1.1,0.0,2.8,1.6,21.0
76,169,Myles Powell,SR,2019-20,G,Seton Hall,Big East,28,883,195,490,.398,116,232,79,258,.306,120,151,.795,26,95,121,81,34,5,78,60,589,31.5,7.0,17.5,4.1,8.3,2.8,9.2,4.3,5.4,0.9,3.4,4.3,2.9,1.2,0.2,2.8,2.1,21.0
77,170,Daishon Smith,SR,2018-19,G,Louisiana-Monroe,Sun Belt,32,1108,195,440,.443,85,165,110,275,.400,173,201,.861,22,121,143,126,69,2,70,58,673,34.6,6.1,13.8,2.7,5.2,3.4,8.6,5.4,6.3,0.7,3.8,4.5,3.9,2.2,0.1,2.2,1.8,21.0
78,171,Andrew Andrews,SR,2015-16,G,Washington,Pac-12,34,1150,181,461,.393,104,269,77,192,.401,273,321,.850,50,145,195,165,47,1,95,96,712,33.8,5.3,13.6,3.1,7.9,2.3,5.6,8.0,9.4,1.5,4.3,5.7,4.9,1.4,0.0,2.8,2.8,20.9
79,172,Jaylon Brown,SR,2016-17,G,Evansville,MVC,33,1215,220,475,.463,182,386,38,89,.427,211,246,.858,16,129,145,101,34,3,82,80,689,36.8,6.7,14.4,5.5,11.7,1.2,2.7,6.4,7.5,0.5,3.9,4.4,3.1,1.0,0.1,2.5,2.4,20.9
80,173,Corey Hawkins,SR,2014-15,G,UC-Davis,Big West,28,934,188,374,.503,107,208,81,166,.488,129,157,.822,19,119,138,94,39,6,84,53,586,33.4,6.7,13.4,3.8,7.4,2.9,5.9,4.6,5.6,0.7,4.3,4.9,3.4,1.4,0.2,3.0,1.9,20.9
81,174,Frank Mason,SR,2016-17,G,Kansas,Big 12,36,1301,241,492,.490,159,318,82,174,.471,189,238,.794,22,128,150,187,47,2,86,73,753,36.1,6.7,13.7,4.4,8.8,2.3,4.8,5.3,6.6,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2.0,20.9
82,175,Sam Merrill,JR,2018-19,G,Utah State,MWC,35,1237,228,495,.461,142,266,86,229,.376,189,208,.909,12,126,138,147,37,10,66,86,731,35.3,6.5,14.1,4.1,7.6,2.5,6.5,5.4,5.9,0.3,3.6,3.9,4.2,1.1,0.3,1.9,2.5,20.9
83,176,Victor Sanders,JR,2016-17,G,Idaho,Big Sky,32,1052,206,453,.455,105,223,101,230,.439,157,201,.781,12,94,106,106,55,11,103,91,670,32.9,6.4,14.2,3.3,7.0,3.2,7.2,4.9,6.3,0.4,2.9,3.3,3.3,1.7,0.3,3.2,2.8,20.9
84,177,Terrell Brown,JR,2019-20,G,Seattle,WAC,29,1045,226,545,.415,210,490,16,55,.291,134,171,.784,41,138,179,140,46,13,76,75,602,36.0,7.8,18.8,7.2,16.9,0.6,1.9,4.6,5.9,1.4,4.8,6.2,4.8,1.6,0.4,2.6,2.6,20.8
85,178,Jeremy Ingram,SR,2013-14,G,North Carolina Central,MEAC,34,1170,212,483,.439,144,299,68,184,.370,216,280,.771,33,97,130,41,54,22,70,90,708,34.4,6.2,14.2,4.2,8.8,2.0,5.4,6.4,8.2,1.0,2.9,3.8,1.2,1.6,0.6,2.1,2.6,20.8
86,179,B.J. Johnson,SR,2017-18,F,La Salle,A-10,27,951,194,435,.446,147,304,47,131,.359,126,145,.869,57,168,225,20,35,19,68,57,561,35.2,7.2,16.1,5.4,11.3,1.7,4.9,4.7,5.4,2.1,6.2,8.3,0.7,1.3,0.7,2.5,2.1,20.8
87,180,Garrison Mathews,SR,2018-19,G,Lipscomb,A-Sun,36,1082,222,501,.443,106,213,116,288,.403,190,221,.860,25,172,197,70,30,9,82,68,750,30.1,6.2,13.9,2.9,5.9,3.2,8.0,5.3,6.1,0.7,4.8,5.5,1.9,0.8,0.3,2.3,1.9,20.8
88,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
90,181,Martaveous McKnight,SR,2018-19,G,Arkansas-Pine Bluff,SWAC,32,1177,226,511,.442,152,320,74,191,.387,141,199,.709,22,138,160,94,48,11,87,39,667,36.8,7.1,16.0,4.8,10.0,2.3,6.0,4.4,6.2,0.7,4.3,5.0,2.9,1.5,0.3,2.7,1.2,20.8
91,182,Tres Tinkle,JR,2018-19,F,Oregon State,Pac-12,30,1094,215,445,.483,162,284,53,161,.329,141,183,.770,60,183,243,115,52,16,89,63,624,36.5,7.2,14.8,5.4,9.5,1.8,5.4,4.7,6.1,2.0,6.1,8.1,3.8,1.7,0.5,3.0,2.1,20.8
92,183,Marvelle Harris,SR,2015-16,G,Fresno State,MWC,35,1284,240,589,.407,174,386,66,203,.325,179,238,.752,19,144,163,156,76,21,77,102,725,36.7,6.9,16.8,5.0,11.0,1.9,5.8,5.1,6.8,0.5,4.1,4.7,4.5,2.2,0.6,2.2,2.9,20.7
93,184,Nathan Knight,SR,2019-20,F,William & Mary,CAA,32,948,227,433,.524,198,338,29,95,.305,180,233,.773,87,250,337,56,24,49,82,95,663,29.6,7.1,13.5,6.2,10.6,0.9,3.0,5.6,7.3,2.7,7.8,10.5,1.8,0.8,1.5,2.6,3.0,20.7
94,185,Roberto Nelson,SR,2013-14,G,Oregon State,Pac-12,32,1052,200,447,.447,143,304,57,143,.399,206,250,.824,35,73,108,115,31,1,98,70,663,32.9,6.3,14.0,4.5,9.5,1.8,4.5,6.4,7.8,1.1,2.3,3.4,3.6,1.0,0.0,3.1,2.2,20.7
95,186,D.J. Newbill,SR,2014-15,G,Penn State,Big Ten,34,1261,243,540,.450,182,375,61,165,.370,157,207,.758,37,123,160,105,44,7,90,73,704,37.1,7.1,15.9,5.4,11.0,1.8,4.9,4.6,6.1,1.1,3.6,4.7,3.1,1.3,0.2,2.6,2.1,20.7
96,187,Jerome Robinson,JR,2017-18,F,Boston College,ACC,35,1260,249,513,.485,168,315,81,198,.409,146,176,.830,17,109,126,116,30,5,96,88,725,36.0,7.1,14.7,4.8,9.0,2.3,5.7,4.2,5.0,0.5,3.1,3.6,3.3,0.9,0.1,2.7,2.5,20.7
97,188,Joe Young,SR,2014-15,G,Oregon,Pac-12,36,1322,265,592,.448,174,337,91,255,.357,124,134,.925,19,141,160,135,41,1,87,51,745,36.7,7.4,16.4,4.8,9.4,2.5,7.1,3.4,3.7,0.5,3.9,4.4,3.8,1.1,0.0,2.4,1.4,20.7
98,189,Jaylen Adams,JR,2016-17,G,St. Bonaventure,A-10,30,1123,168,401,.419,91,185,77,216,.356,206,251,.821,18,94,112,195,62,5,103,84,619,37.4,5.6,13.4,3.0,6.2,2.6,7.2,6.9,8.4,0.6,3.1,3.7,6.5,2.1,0.2,3.4,2.8,20.6
99,190,Travis Bader,SR,2013-14,G,Oakland,Horizon,33,1242,185,479,.386,38,119,147,360,.408,164,174,.943,10,81,91,47,29,3,43,100,681,37.6,5.6,14.5,1.2,3.6,4.5,10.9,5.0,5.3,0.3,2.5,2.8,1.4,0.9,0.1,1.3,3.0,20.6
100,191,Bogdan Bliznyuk,JR,2016-17,F,Eastern Washington,Big Sky,34,1251,251,529,.474,213,409,38,120,.317,161,196,.821,36,186,222,136,36,7,104,92,701,36.8,7.4,15.6,6.3,12.0,1.1,3.5,4.7,5.8,1.1,5.5,6.5,4.0,1.1,0.2,3.1,2.7,20.6
101,192,Jared Brownridge,JR,2015-16,G,Santa Clara,WCC,31,1110,195,491,.397,104,255,91,236,.386,159,191,.832,11,87,98,72,22,6,58,67,640,35.8,6.3,15.8,3.4,8.2,2.9,7.6,5.1,6.2,0.4,2.8,3.2,2.3,0.7,0.2,1.9,2.2,20.6
102,193,Eugene German,SO,2017-18,G,Northern Illinois,MAC,32,991,243,516,.471,181,333,62,183,.339,111,145,.766,13,110,123,54,28,5,66,53,659,31.0,7.6,16.1,5.7,10.4,1.9,5.7,3.5,4.5,0.4,3.4,3.8,1.7,0.9,0.2,2.1,1.7,20.6
103,194,Robert Gray,JR,2016-17,G,Houston,AAC,31,1002,233,493,.473,170,328,63,165,.382,109,134,.813,33,83,116,91,37,5,70,57,638,32.3,7.5,15.9,5.5,10.6,2.0,5.3,3.5,4.3,1.1,2.7,3.7,2.9,1.2,0.2,2.3,1.8,20.6
104,195,Sean Kilpatrick,SR,2013-14,G,Cincinnati,AAC,34,1149,214,506,.423,121,239,93,267,.348,180,213,.845,36,110,146,86,48,1,70,46,701,33.8,6.3,14.9,3.6,7.0,2.7,7.9,5.3,6.3,1.1,3.2,4.3,2.5,1.4,0.0,2.1,1.4,20.6
105,196,James Kinney,SR,2012-13,G,San Jose State,WAC,14,474,109,262,.416,75,158,34,104,.327,37,56,.661,13,64,77,36,34,2,39,25,289,33.9,7.8,18.7,5.4,11.3,2.4,7.4,2.6,4.0,0.9,4.6,5.5,2.6,2.4,0.1,2.8,1.8,20.6
106,197,Chavaughn Lewis,SR,2014-15,G,Marist,MAAC,29,1034,203,491,.413,162,349,41,142,.289,149,224,.665,26,129,155,78,67,22,104,71,596,35.7,7.0,16.9,5.6,12.0,1.4,4.9,5.1,7.7,0.9,4.4,5.3,2.7,2.3,0.8,3.6,2.4,20.6
107,198,Damon Lynn,SR,2016-17,G,NJIT,A-Sun,21,718,128,341,.375,43,98,85,243,.350,92,106,.868,9,37,46,72,39,3,50,31,433,34.2,6.1,16.2,2.0,4.7,4.0,11.6,4.4,5.0,0.4,1.8,2.2,3.4,1.9,0.1,2.4,1.5,20.6
108,199,Kevin Murphy,SR,2011-12,G,Tennessee Tech,OVC,33,1139,239,538,.444,160,348,79,190,.416,124,172,.721,30,143,173,76,28,7,108,71,681,34.5,7.2,16.3,4.8,10.5,2.4,5.8,3.8,5.2,0.9,4.3,5.2,2.3,0.8,0.2,3.3,2.2,20.6
109,200,Peyton Aldridge,JR,2016-17,F,Davidson,A-10,32,1180,233,471,.495,163,300,70,171,.409,120,144,.833,54,209,263,70,28,28,53,65,656,36.9,7.3,14.7,5.1,9.4,2.2,5.3,3.8,4.5,1.7,6.5,8.2,2.2,0.9,0.9,1.7,2.0,20.5
0,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,201,D.J. Balentine,SR,2015-16,G,Evansville,MVC,34,1253,240,543,.442,182,372,58,171,.339,160,204,.784,26,87,113,148,24,9,92,58,698,36.9,7.1,16.0,5.4,10.9,1.7,5.0,4.7,6.0,0.8,2.6,3.3,4.4,0.7,0.3,2.7,1.7,20.5
3,202,Ryan Daly,JR,2019-20,G,Saint Joseph's,A-10,30,1041,216,510,.424,161,331,55,179,.307,129,176,.733,45,161,206,128,36,11,88,56,616,34.7,7.2,17.0,5.4,11.0,1.8,6.0,4.3,5.9,1.5,5.4,6.9,4.3,1.2,0.4,2.9,1.9,20.5
4,203,Jakeenan Gant,SR,2018-19,F,Louisiana,Sun Belt,31,1003,246,453,.543,204,341,42,112,.375,103,131,.786,98,171,269,39,25,82,64,85,637,32.4,7.9,14.6,6.6,11.0,1.4,3.6,3.3,4.2,3.2,5.5,8.7,1.3,0.8,2.6,2.1,2.7,20.5
5,204,Eugene German,SR,2019-20,G,Northern Illinois,MAC,31,1015,225,542,.415,151,320,74,222,.333,110,153,.719,14,112,126,82,32,6,72,44,634,32.7,7.3,17.5,4.9,10.3,2.4,7.2,3.5,4.9,0.5,3.6,4.1,2.6,1.0,0.2,2.3,1.4,20.5
6,205,Tyler Hall,SR,2018-19,G,Montana State,Big Sky,32,1071,233,521,.447,117,213,116,308,.377,75,90,.833,21,130,151,89,35,9,68,61,657,33.5,7.3,16.3,3.7,6.7,3.6,9.6,2.3,2.8,0.7,4.1,4.7,2.8,1.1,0.3,2.1,1.9,20.5
7,206,Joel Hernandez,JR,2017-18,G,Long Island University,NEC,35,1152,256,555,.461,198,400,58,155,.374,148,223,.664,65,138,203,90,19,17,104,90,718,32.9,7.3,15.9,5.7,11.4,1.7,4.4,4.2,6.4,1.9,3.9,5.8,2.6,0.5,0.5,3.0,2.6,20.5
8,207,Kevin Hervey,SR,2017-18,F,Texas-Arlington,Sun Belt,33,1064,243,545,.446,166,318,77,227,.339,113,140,.807,77,205,282,73,41,20,90,60,676,32.2,7.4,16.5,5.0,9.6,2.3,6.9,3.4,4.2,2.3,6.2,8.5,2.2,1.2,0.6,2.7,1.8,20.5
9,208,Georges Niang,SR,2015-16,F,Iowa State,Big 12,35,1162,283,518,.546,227,375,56,143,.392,96,119,.807,46,172,218,117,31,22,92,111,718,33.2,8.1,14.8,6.5,10.7,1.6,4.1,2.7,3.4,1.3,4.9,6.2,3.3,0.9,0.6,2.6,3.2,20.5
10,209,Payton Pritchard,SR,2019-20,G,Oregon,Pac-12,31,1135,216,462,.468,128,250,88,212,.415,115,140,.821,21,113,134,172,47,1,85,62,635,36.6,7.0,14.9,4.1,8.1,2.8,6.8,3.7,4.5,0.7,3.6,4.3,5.5,1.5,0.0,2.7,2.0,20.5
11,210,Colbey Ross,JR,2019-20,G,Pepperdine,WCC,32,1206,203,505,.402,129,293,74,212,.349,176,206,.854,23,126,149,229,35,5,140,75,656,37.7,6.3,15.8,4.0,9.2,2.3,6.6,5.5,6.4,0.7,3.9,4.7,7.2,1.1,0.2,4.4,2.3,20.5
12,211,Andrew Rowsey,SR,2017-18,G,Marquette,Big East,35,1143,208,495,.420,83,194,125,301,.415,175,194,.902,14,91,105,169,32,7,99,83,716,32.7,5.9,14.1,2.4,5.5,3.6,8.6,5.0,5.5,0.4,2.6,3.0,4.8,0.9,0.2,2.8,2.4,20.5
13,212,Colt Ryan,JR,2011-12,G,Evansville,MVC,32,1161,199,450,.442,125,281,74,169,.438,184,218,.844,14,120,134,105,60,7,78,85,656,36.3,6.2,14.1,3.9,8.8,2.3,5.3,5.8,6.8,0.4,3.8,4.2,3.3,1.9,0.2,2.4,2.7,20.5
14,213,Terry Taylor,SO,2018-19,G,Austin Peay,OVC,33,1092,258,486,.531,208,339,50,147,.340,109,147,.741,111,183,294,57,35,30,64,66,675,33.1,7.8,14.7,6.3,10.3,1.5,4.5,3.3,4.5,3.4,5.5,8.9,1.7,1.1,0.9,1.9,2.0,20.5
15,214,Zach Thomas,SR,2017-18,G,Bucknell,Patriot,35,1113,206,446,.462,143,281,63,165,.382,241,310,.777,45,272,317,74,35,24,103,71,716,31.8,5.9,12.7,4.1,8.0,1.8,4.7,6.9,8.9,1.3,7.8,9.1,2.1,1.0,0.7,2.9,2.0,20.5
16,215,Khalif Wyatt,SR,2012-13,G,Temple,A-10,34,1136,209,501,.417,134,264,75,237,.316,204,244,.836,14,84,98,135,58,7,106,75,697,33.4,6.1,14.7,3.9,7.8,2.2,7.0,6.0,7.2,0.4,2.5,2.9,4.0,1.7,0.2,3.1,2.2,20.5
17,216,Cameron Bairstow,SR,2013-14,F,New Mexico,MWC,34,1119,237,426,.556,236,423,1,3,.333,219,298,.735,76,175,251,53,19,51,68,72,694,32.9,7.0,12.5,6.9,12.4,0.0,0.1,6.4,8.8,2.2,5.1,7.4,1.6,0.6,1.5,2.0,2.1,20.4
18,217,Nick Barbour,SR,2011-12,G,High Point,Big South,31,1014,185,415,.446,77,192,108,223,.484,155,187,.829,16,62,78,42,34,11,53,65,633,32.7,6.0,13.4,2.5,6.2,3.5,7.2,5.0,6.0,0.5,2.0,2.5,1.4,1.1,0.4,1.7,2.1,20.4
19,218,Gian Clavell,SR,2016-17,G,Colorado State,MWC,27,987,193,449,.430,115,247,78,202,.386,88,127,.693,37,133,170,47,53,20,53,58,552,36.6,7.1,16.6,4.3,9.1,2.9,7.5,3.3,4.7,1.4,4.9,6.3,1.7,2.0,0.7,2.0,2.1,20.4
20,219,Eugene German,JR,2018-19,G,Northern Illinois,MAC,31,1012,228,465,.490,141,255,87,210,.414,88,128,.688,17,143,160,89,38,5,74,61,631,32.6,7.4,15.0,4.5,8.2,2.8,6.8,2.8,4.1,0.5,4.6,5.2,2.9,1.2,0.2,2.4,2.0,20.4
21,220,Markus Howard,SO,2017-18,G,Marquette,Big East,34,1071,239,515,.464,128,240,111,275,.404,105,112,.938,13,95,108,94,33,2,85,85,694,31.5,7.0,15.1,3.8,7.1,3.3,8.1,3.1,3.3,0.4,2.8,3.2,2.8,1.0,0.1,2.5,2.5,20.4
22,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
24,221,Garrison Mathews,SO,2016-17,G,Lipscomb,A-Sun,32,1002,202,441,.458,113,188,89,253,.352,159,219,.726,39,140,179,73,27,6,74,83,652,31.3,6.3,13.8,3.5,5.9,2.8,7.9,5.0,6.8,1.2,4.4,5.6,2.3,0.8,0.2,2.3,2.6,20.4
25,222,Jacob Wiley,SR,2016-17,F,Eastern Washington,Big Sky,34,1165,265,412,.643,260,405,5,7,.714,159,192,.828,95,214,309,80,26,94,128,102,694,34.3,7.8,12.1,7.6,11.9,0.1,0.2,4.7,5.6,2.8,6.3,9.1,2.4,0.8,2.8,3.8,3.0,20.4
26,223,Charles Williams,SO,2017-18,G,Howard,MEAC,33,1173,253,567,.446,179,386,74,181,.409,93,119,.782,23,89,112,19,28,10,58,72,673,35.5,7.7,17.2,5.4,11.7,2.2,5.5,2.8,3.6,0.7,2.7,3.4,0.6,0.8,0.3,1.8,2.2,20.4
27,224,Kyle Wiltjer,SR,2015-16,F,Gonzaga,WCC,36,1209,260,529,.491,170,323,90,206,.437,126,147,.857,61,167,228,53,13,29,74,66,736,33.6,7.2,14.7,4.7,9.0,2.5,5.7,3.5,4.1,1.7,4.6,6.3,1.5,0.4,0.8,2.1,1.8,20.4
28,225,Alex Young,SR,2011-12,G,IUPUI,Summit,32,1050,219,516,.424,160,342,59,174,.339,156,191,.817,59,130,189,69,50,32,78,80,653,32.8,6.8,16.1,5.0,10.7,1.8,5.4,4.9,6.0,1.8,4.1,5.9,2.2,1.6,1.0,2.4,2.5,20.4
29,226,Nick Dixon,SR,2017-18,G,Texas-Rio Grande Valley,WAC,33,978,197,440,.448,143,287,54,153,.353,222,279,.796,52,94,146,78,47,6,82,63,670,29.6,6.0,13.3,4.3,8.7,1.6,4.6,6.7,8.5,1.6,2.8,4.4,2.4,1.4,0.2,2.5,1.9,20.3
30,227,Reger Dowell,SR,2013-14,G,Texas-Arlington,Sun Belt,30,928,194,479,.405,98,208,96,271,.354,124,162,.765,8,67,75,66,21,2,74,74,608,30.9,6.5,16.0,3.3,6.9,3.2,9.0,4.1,5.4,0.3,2.2,2.5,2.2,0.7,0.1,2.5,2.5,20.3
31,228,Jon Elmore,SR,2018-19,G,Marshall,CUSA,37,1330,234,595,.393,120,282,114,313,.364,168,213,.789,11,178,189,187,64,20,114,74,750,35.9,6.3,16.1,3.2,7.6,3.1,8.5,4.5,5.8,0.3,4.8,5.1,5.1,1.7,0.5,3.1,2.0,20.3
32,229,Ty Greene,SR,2014-15,G,South Carolina Upstate,A-Sun,35,1191,232,522,.444,129,269,103,253,.407,142,189,.751,30,78,108,74,74,7,45,56,709,34.0,6.6,14.9,3.7,7.7,2.9,7.2,4.1,5.4,0.9,2.2,3.1,2.1,2.1,0.2,1.3,1.6,20.3
33,230,Khallid Hart,JR,2015-16,G,Marist,MAAC,28,1021,164,369,.444,92,181,72,188,.383,169,201,.841,10,64,74,58,42,2,63,65,569,36.5,5.9,13.2,3.3,6.5,2.6,6.7,6.0,7.2,0.4,2.3,2.6,2.1,1.5,0.1,2.3,2.3,20.3
34,231,Corey Hawkins,JR,2012-13,G,UC-Davis,Big West,28,951,183,386,.474,135,266,48,120,.400,155,184,.842,24,133,157,93,42,7,72,62,569,34.0,6.5,13.8,4.8,9.5,1.7,4.3,5.5,6.6,0.9,4.8,5.6,3.3,1.5,0.3,2.6,2.2,20.3
35,232,Aaron Holiday,JR,2017-18,G,UCLA,Pac-12,33,1244,212,460,.461,124,255,88,205,.429,159,192,.828,17,104,121,192,42,8,125,87,671,37.7,6.4,13.9,3.8,7.7,2.7,6.2,4.8,5.8,0.5,3.2,3.7,5.8,1.3,0.2,3.8,2.6,20.3
36,233,Denzel Livingston,JR,2013-14,G,Incarnate Word,Southland,27,888,174,349,.499,120,212,54,137,.394,146,189,.772,40,133,173,102,68,38,73,57,548,32.9,6.4,12.9,4.4,7.9,2.0,5.1,5.4,7.0,1.5,4.9,6.4,3.8,2.5,1.4,2.7,2.1,20.3
37,234,Fletcher Magee,SR,2018-19,G,Wofford,Southern,35,1098,225,513,.439,67,136,158,377,.419,101,111,.910,13,76,89,55,26,3,49,50,709,31.4,6.4,14.7,1.9,3.9,4.5,10.8,2.9,3.2,0.4,2.2,2.5,1.6,0.7,0.1,1.4,1.4,20.3
38,235,Eric Mika,SO,2016-17,F,Brigham Young,WCC,34,974,233,441,.528,233,440,0,1,.000,225,295,.763,104,208,312,56,19,63,84,92,691,28.6,6.9,13.0,6.9,12.9,0.0,0.0,6.6,8.7,3.1,6.1,9.2,1.6,0.6,1.9,2.5,2.7,20.3
39,236,Cameron Morse,SO,2015-16,G,Youngstown State,Horizon,30,1006,201,427,.471,137,272,64,155,.413,142,175,.811,10,72,82,92,46,2,52,47,608,33.5,6.7,14.2,4.6,9.1,2.1,5.2,4.7,5.8,0.3,2.4,2.7,3.1,1.5,0.1,1.7,1.6,20.3
40,237,Shavar Newkirk,JR,2016-17,G,Saint Joseph's,A-10,12,404,76,163,.466,57,115,19,48,.396,72,85,.847,20,37,57,42,15,2,26,20,243,33.7,6.3,13.6,4.8,9.6,1.6,4.0,6.0,7.1,1.7,3.1,4.8,3.5,1.3,0.2,2.2,1.7,20.3
41,238,Josh Robinson,JR,2016-17,G,Austin Peay,OVC,29,1062,187,426,.439,116,232,71,194,.366,145,176,.824,10,76,86,101,28,4,74,55,590,36.6,6.4,14.7,4.0,8.0,2.4,6.7,5.0,6.1,0.3,2.6,3.0,3.5,1.0,0.1,2.6,1.9,20.3
42,239,Andrew Rowsey,FR,2013-14,G,North Carolina-Asheville,Big South,32,1156,202,471,.429,96,209,106,262,.405,138,165,.836,14,104,118,94,42,3,102,63,648,36.1,6.3,14.7,3.0,6.5,3.3,8.2,4.3,5.2,0.4,3.3,3.7,2.9,1.3,0.1,3.2,2.0,20.3
43,240,Pascal Siakam,SO,2015-16,F,New Mexico State,WAC,34,1176,275,510,.539,272,495,3,15,.200,137,202,.678,132,263,395,58,34,75,67,92,690,34.6,8.1,15.0,8.0,14.6,0.1,0.4,4.0,5.9,3.9,7.7,11.6,1.7,1.0,2.2,2.0,2.7,20.3
44,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
46,241,Keifer Sykes,JR,2013-14,G,Green Bay,Horizon,30,1029,195,416,.469,165,319,30,97,.309,188,232,.810,22,111,133,147,37,0,64,52,608,34.3,6.5,13.9,5.5,10.6,1.0,3.2,6.3,7.7,0.7,3.7,4.4,4.9,1.2,0.0,2.1,1.7,20.3
47,242,Rayjon Tucker,JR,2018-19,G,Little Rock,Sun Belt,30,1097,187,381,.491,115,206,72,175,.411,164,211,.777,23,179,202,53,33,11,78,68,610,36.6,6.2,12.7,3.8,6.9,2.4,5.8,5.5,7.0,0.8,6.0,6.7,1.8,1.1,0.4,2.6,2.3,20.3
48,243,Devin Watson,SO,2015-16,G,San Francisco,WCC,30,1041,192,459,.418,127,273,65,186,.349,159,217,.733,9,65,74,146,27,0,89,53,608,34.7,6.4,15.3,4.2,9.1,2.2,6.2,5.3,7.2,0.3,2.2,2.5,4.9,0.9,0.0,3.0,1.8,20.3
49,244,Nisre Zouzoua,SO,2016-17,G,Bryant,NEC,31,1102,208,508,.409,116,257,92,251,.367,120,156,.769,29,100,129,48,45,13,59,83,628,35.5,6.7,16.4,3.7,8.3,3.0,8.1,3.9,5.0,0.9,3.2,4.2,1.5,1.5,0.4,1.9,2.7,20.3
50,245,Quintin Dove,SR,2019-20,F,Tennessee-Martin,OVC,29,978,213,377,.565,193,315,20,62,.323,140,179,.782,109,120,229,28,13,9,65,100,586,33.7,7.3,13.0,6.7,10.9,0.7,2.1,4.8,6.2,3.8,4.1,7.9,1.0,0.4,0.3,2.2,3.4,20.2
51,246,Jordan Downing,JR,2013-14,G,Presbyterian,Big South,32,1191,235,541,.434,155,323,80,218,.367,97,119,.815,21,123,144,60,32,12,72,67,647,37.2,7.3,16.9,4.8,10.1,2.5,6.8,3.0,3.7,0.7,3.8,4.5,1.9,1.0,0.4,2.3,2.1,20.2
52,247,Jordan Howard,SO,2015-16,G,Central Arkansas,Southland,28,976,175,411,.426,80,189,95,222,.428,120,137,.876,18,76,94,78,18,2,61,33,565,34.9,6.3,14.7,2.9,6.8,3.4,7.9,4.3,4.9,0.6,2.7,3.4,2.8,0.6,0.1,2.2,1.2,20.2
53,248,Anthony Ireland,JR,2012-13,G,Loyola Marymount,WCC,34,1274,228,552,.413,163,379,65,173,.376,167,203,.823,42,107,149,121,58,1,112,71,688,37.5,6.7,16.2,4.8,11.1,1.9,5.1,4.9,6.0,1.2,3.1,4.4,3.6,1.7,0.0,3.3,2.1,20.2
54,249,Jairus Lyles,SR,2017-18,G,Maryland-Baltimore County,AEC,33,1152,225,512,.439,147,312,78,200,.390,137,173,.792,23,160,183,117,68,6,103,65,665,34.9,6.8,15.5,4.5,9.5,2.4,6.1,4.2,5.2,0.7,4.8,5.5,3.5,2.1,0.2,3.1,2.0,20.2
55,250,DeSean Murray,SO,2015-16,F,Presbyterian,Big South,31,902,232,427,.543,232,420,0,7,.000,163,211,.773,74,154,228,53,62,17,95,94,627,29.1,7.5,13.8,7.5,13.5,0.0,0.2,5.3,6.8,2.4,5.0,7.4,1.7,2.0,0.5,3.1,3.0,20.2
